recipe_title,servings,ingredients,cooking_methods,source_url
Moroccan Rice Pilaf With Saffron,4,"2 cups long grain rice | 2 tablespoons butter | 2 tablespoons olive oil | 1 onion, chopped | 2 garlic cloves, finely chopped | 1 -2 cinnamon stick | 1/2 teaspoon salt (to taste) | 1/2 teaspoon ginger | 1/2 teaspoon white pepper | 1/2 teaspoon cumin | 1/2 teaspoon turmeric | 1/4 cup fresh cilantro, chopped | 1/4 cup peas (fresh or frozen) | 1 red bell pepper, finely chopped (or yellow bell pepper) | 1 carrot, finely chopped | 4 1/2 cups chicken stock or 4 1/2 cups vegetable stock | 1/4 teaspoon saffron thread, crushed","boil, simmer",https://www.food.com/recipe/moroccan-rice-pilaf-with-saffron-414811
Moroccan Rice Salad (Gluten-Free),1,"1 1/2 cups long grain brown rice | 6 green onions, finely chopped (shallots) | 1 tablespoon lemon rind, finely grated | 1/3 cup toasted almond, coarsely chopped | 1/3 cup lemon juice | 1/3 cup fresh dates, chopped | 2 tablespoons mint, torn | 2 teaspoons orange rind, finely grated | 2 teaspoons ground coriander | 2 teaspoons ground cumin | 1/4 cup olive oil",,https://www.food.com/recipe/moroccan-rice-salad-gluten-free-501849
Moroccan Roasted Chicken,4,"2 tablespoons unsalted butter, softened | 1 teaspoon ground cumin | 1 teaspoon ground coriander | 1 teaspoon sweet paprika | 1/4 teaspoon cayenne pepper | 1/4 teaspoon ground cinnamon | salt & freshly ground black pepper | 4 lbs chicken, whole, at room temperature | 1 onion, quartered | 4 garlic cloves | 12 pitted dates | 12 dried apricots | 1/2 cup chicken stock or 1/2 cup broth, low-sodium",roast,https://www.food.com/recipe/moroccan-roasted-chicken-502706
Moroccan Roasted Pomegranate Chicken,1,"1 (3 lb) whole chickens | 1 teaspoon kosher salt, divided | 1 pomegranate, quartered | 3 tablespoons dry white wine | 2 teaspoons sugar | 1/4 teaspoon ground cinnamon | 1/4 teaspoon black pepper | 1 garlic clove, minced | 2 tablespoons fresh lemon juice","bake, blend, boil, roast",https://www.food.com/recipe/moroccan-roasted-pomegranate-chicken-459193
Moroccan Roasted Salmon With Mango Salsa,4,"1 1/2 cups chopped peeled mangoes (about 1 large) | 2 tablespoons finely chopped red onions | 2 tablespoons chopped of fresh mint | 2 tablespoons orange juice | 1 1/2 teaspoons harissa (a hot red pepper sauce) | 4 salmon fillets, skinned (about 1 1/2 pounds total) | 1/4 teaspoon salt",bake,https://www.food.com/recipe/moroccan-roasted-salmon-with-mango-salsa-423755
Moroccan-Rubbed Grilled Steak and Sweet Potatoes,4,"1 teaspoon ground allspice | 1 teaspoon ground cumin | 1 teaspoon ground ginger | 1 teaspoon kosher salt | 1/2 teaspoon ground cinnamon | 1/2 teaspoon ground coriander | 1/2 teaspoon cayenne pepper | 1 lb strips steak, trimmed of visible fat and cut into 4 portions | 2 medium sweet potatoes (about 1 pound total) | 1 medium red onion, halved and very thinly sliced | 4 teaspoons canola oil | 1 teaspoon freshly grated orange zest","grill, steam",https://www.food.com/recipe/moroccan-rubbed-grilled-steak-and-sweet-potatoes-423333
Moroccan Saffron Chicken,4,"1 whole chicken, cut into pieces and skin removed | 2 large sweet onions, chopped medium | 1 tablespoon ground ginger | 1 teaspoon white pepper | 1/2 teaspoon black pepper | 2 sticks cinnamon | 1 teaspoon saffron thread, crumbled | 1 teaspoon turmeric | 1 1/2-2 teaspoons salt | 1/4 cup butter | 1/4 cup olive oil | 1/4 cup fresh cilantro, chopped",,https://www.food.com/recipe/moroccan-saffron-chicken-414809
Moroccan Saffron Rice,4,"2 1/2 cups rice, uncooked | 3 3/4 cups water | 1/2 teaspoon saffron thread, crushed | 2 tablespoons olive oil | 1/2 teaspoon salt | 1 1/2 tablespoons butter | 2 ounces pistachios, shelled and coarsely chopped","boil, simmer",https://www.food.com/recipe/moroccan-saffron-rice-502997
Moroccan Salad of Raw Grated Carrots/Citrus Cinnamon Dressing,4,"4 large carrots, grated | 1/2 cup olive oil | 3 tablespoons orange juice | 2 tablespoons lemon juice | 1 teaspoon grated lemon zest | 1 tablespoon confectioners' sugar | 1/2 teaspoon sea salt | 1/2 teaspoon ground cinnamon | chopped walnuts (optional) or almonds (optional) | golden raisin (optional) | pine nuts, toasted (optional)",,https://www.food.com/recipe/moroccan-salad-of-raw-grated-carrots-citrus-cinnamon-dressing-320513
Moroccan Seasoned Chicken With Pine Nut Couscous,6,"1 tablespoon sweet paprika | 2 teaspoons turmeric | 2 teaspoons ground coriander | 2 teaspoons ground cumin | 1/2 teaspoon ground cinnamon | 2 lbs chicken, cut into 2 inch pieces | 2 tablespoons olive oil | 1 large onion, thinly sliced | 4 garlic cloves, crushed | 2 lemons (1 thinly sliced, the other juiced) | salt & freshly ground black pepper | 2 1/2 cups chicken stock | 1 cup large green olives | 1 tablespoon butter | 1 1/2 cups couscous | 1/4 cup pine nuts, toasted | 1 cup fresh parsley",boil,https://www.food.com/recipe/moroccan-seasoned-chicken-with-pine-nut-couscous-383746
Moroccan Seasoned Wedges,4,"5 large potatoes, cut into wedges, skin on | 2 tablespoons morrocan seasoning | 1/4 cup oil",bake,https://www.food.com/recipe/moroccan-seasoned-wedges-378966
Moroccan Sizzling Shrimp,4,"1 lb jumbo shrimp, peeled and deveined | 2 tablespoons olive oil | 2 -3 tablespoons butter | 2 garlic cloves, crushed | 1 teaspoon ground cumin | 1/2 teaspoon ground ginger | 2 teaspoons paprika | 1/2 teaspoon cayenne pepper | lemon wedge, for garnish | chopped fresh cilantro, for garnish",fry,https://www.food.com/recipe/moroccan-sizzling-shrimp-428595
Moroccan Skirt Steak W/Roasted Pepper Couscous (ZWT-9),4,"2 medium bell peppers | 1 teaspoon cumin | 1 teaspoon coriander | 3/4 teaspoon salt | 1/2 teaspoon turmeric | 1/2 teaspoon cinnamon | 1/2 teaspoon black pepper (freshly ground) | 1 lemon (Plus more lemon wedges for garnish) | 1 teaspoon olive oil (for couscous) | 1 tablespoon olive oil (for steak) | 2/3 cup whole wheat couscous | 1 lb skirt steak (Or sirloin steak, 3/4 to 1-in thick & trimmed) | 2 tablespoons green olives (chopped)","boil, broil, roast",https://www.food.com/recipe/moroccan-skirt-steak-w-roasted-pepper-couscous-zwt-9-505448
Moroccan Spice Blend,3,"2 teaspoons ground cumin | 1 teaspoon ground ginger | 1 teaspoon salt | 1 teaspoon black pepper, coarse ground | 1/2 teaspoon ground cinnamon | 1/2 teaspoon ground coriander | 1/2 teaspoon paprika | 1/2 teaspoon ground turmeric | 1/4 teaspoon ground cloves | 1/4 teaspoon cayenne pepper",blend,https://www.food.com/recipe/moroccan-spice-blend-503841
Moroccan Spice Corn Topper,4,4 medium ears fresh cooked corn | 2 teaspoons ground cumin | 2 teaspoons ground coriander | 1 teaspoon dried oregano | 1/2 teaspoon ground ginger | 1/4 teaspoon kosher salt | 2 teaspoons extra-virgin olive oil,,https://www.food.com/recipe/moroccan-spice-corn-topper-503299
Moroccan Spice Mix,1,"1 grated orange, zest of (1 tablespoon) | 2 teaspoons ground cumin | 2 teaspoons ground coriander | 2 teaspoons ground ginger | 1 teaspoon hot chili powder | 1 teaspoon fresh coarse ground black pepper | 1/2 teaspoon turmeric | 1/2 teaspoon ground cinnamon | 1/2 teaspoon salt, preferably kosher | 1/2 teaspoon sugar | 1/4 teaspoon ground cloves",,https://www.food.com/recipe/moroccan-spice-mix-422399
Moroccan Spice Paste,1,4 fresh garlic cloves | 1 teaspoon ground cumin | 1/2 teaspoon salt | 1/2 teaspoon cracked black pepper (not ground) | 2 teaspoons lemon juice | 2 teaspoons olive oil,"blend, roast",https://www.food.com/recipe/moroccan-spice-paste-377034
Moroccan Spice Rub (For Lamb &amp; Other Meat),5,"2 tablespoons ground cumin | 1 tablespoon paprika | 1 tablespoon ground coriander | 1 teaspoon salt | 1 teaspoon fresh ground black pepper | 1 teaspoon cinnamon | 1 teaspoon allspice | 1/4 teaspoon clove | 1/8 teaspoon cayenne, to taste | 2 tablespoons minced fresh garlic, to taste",,https://www.food.com/recipe/moroccan-spice-rub-for-lamb-other-meat-349928
Moroccan Spice Rubbed Pork Chops,4,"2 garlic cloves, minced | 1 teaspoon olive oil | 1/2 teaspoon ground cinnamon | 1/2 teaspoon ground coriander | 1/2 teaspoon ground cumin | 1/2 teaspoon paprika | 4 pork chops, 1/2 inch thick | 1/4 teaspoon salt | black pepper",grill,https://www.food.com/recipe/moroccan-spice-rubbed-pork-chops-475667
Moroccan-Spiced Baby Carrots,4,"2 tablespoons olive oil, extra-virgin | 12 ounces baby carrots, peeled | 1 lemon, cut into 8 wedges | 1 teaspoon cumin, ground | 1/2 teaspoon cinnamon, ground | 1/4 teaspoon kosher salt | 1/4 teaspoon red pepper, ground | 1 tablespoon cilantro, fresh, chopped",bake,https://www.food.com/recipe/moroccan-spiced-baby-carrots-500463
Moroccan Spiced Carrot Salad,2,"2 medium carrots, peeled and coarsely grated | 1/2 orange, juiced | 1/2 teaspoon ground cumin | 1 pinch sugar | salt and pepper | 1 -2 teaspoon olive oil | fresh coriander (optional) | fresh parsley (optional)",,https://www.food.com/recipe/moroccan-spiced-carrot-salad-70156
Moroccan-Spiced Chicken Breasts,4,"3 tablespoons moroccan mixed spice (<a href=""https://www.food.com/recipe/moroccan-spice-mix-422399"">Moroccan Spice Mix</a>, #422399) | 2 teaspoons extra-virgin olive oil | 1 lb boneless skinless chicken breast (about 4 breasts) | 2 teaspoons extra-virgin olive oil or 2 teaspoons canola oil (for cooking)",blend,https://www.food.com/recipe/moroccan-spiced-chicken-breasts-422400
Moroccan Spiced Chicken Kebabs,4,"1 teaspoon ground cumin | 1 teaspoon paprika | 1 teaspoon turmeric | 1/2 teaspoon ground cinnamon | 1/4 teaspoon garlic powder | 1/8 teaspoon cayenne pepper | salt | 1 1/4 lbs boneless skinless chicken breasts, cut into 1 1/2 inch cubes | 2 tablespoons olive oil | 1 large red pepper, cut into pieces | 2 tablespoons fresh cilantro, chopped",grill,https://www.food.com/recipe/moroccan-spiced-chicken-kebabs-416089
Moroccan Spiced Chicken Stew With Carrots,2,"3 -4 carrots, scrubbed and cut into 1-1/2 inch lengths | 2 boneless skinless chicken breasts, cut into large chunks | 1 garlic clove, thinly sliced | 1 cinnamon stick | 1/4 teaspoon cumin | 1/4 teaspoon ginger | 1/4 teaspoon allspice | 1/4 teaspoon clove | salt and pepper | 1 cup chicken broth | 2 tablespoons golden raisins | 1/4 cup cilantro leaf (optional) | gluten-free curry gravy mix (optional)",bake,https://www.food.com/recipe/moroccan-spiced-chicken-stew-with-carrots-362949
Moroccan Spiced Chickpea or Garbanzo Soup,6,"1 tablespoon olive oil | 1 large onion, chopped | 3 large garlic cloves, minced | 1 tablespoon ginger, fresh, minced fine | 1 teaspoon turmeric | 1 1/2 teaspoons cumin | 1 1/2 teaspoons garam masala | 1/4 teaspoon cinnamon | 1 1/2 teaspoons ground coriander | 1 teaspoon salt | 4 cups vegetable broth | pepper | 1 lb potato, cleaned and chopped into smallish pieces | 2 (15 ounce) cans chickpeas, drained | 4 large tomatoes, sliced thick and cut in half or | 1 (14 ounce) can stewed tomatoes | 1 tablespoon lemon juice | 1 cup yogurt, tempered (see description) or 1 cup sour cream | 1/2 cup cilantro, minced","boil, saute",https://www.food.com/recipe/moroccan-spiced-chickpea-or-garbanzo-soup-391963
Moroccan-Spiced Fava Bean Stew,4,"1/2 cup mixed dried fruit | 1/4 cup raisins or 1/4 cup dried currant | 1 tablespoon olive oil | 1 large yellow sweet onion, chopped | 1 large carrot, diced | 1 large garlic clove, minced | 1 teaspoon ground cumin | 1 teaspoon ground cinnamon | 1 (14 1/2 ounce) can diced tomatoes, drained and chopped | 8 ounces green beans, ends trimmed and cut into 1-inch pieces | 2 cups vegetable stock | 1 1/2 cups cooked fresh fava beans (or one 15-oz can fava beans, drained and rinsed) | 1/2 cup frozen green pea, thawed | salt & freshly ground black pepper | 1 tablespoon minced fresh cilantro or 1 tablespoon fresh parsley leaves","blend, boil, simmer",https://www.food.com/recipe/moroccan-spiced-fava-bean-stew-325189
Moroccan Spiced Green Olives,10,"2 teaspoons cumin seeds | 2 teaspoons fennel seeds | 2 teaspoons coriander seeds | 1/2 teaspoon cardamom, ground | 1/8 teaspoon red pepper flakes, Crushed | 1/8 teaspoon ground nutmeg | 1/8 teaspoon cinnamon | 2 tablespoons olive oil | 3 cups green olives, drained (pitted, unstuffed and room temperature) | 2 tablespoons lemon juice | 2 tablespoons orange juice | 5 garlic cloves, peeled and minced",marinate,https://www.food.com/recipe/moroccan-spiced-green-olives-504183
Moroccan-Spiced Lamb Burgers,4,"1 1/2 lbs ground lean lamb | 1 yellow onion, finely chopped | 3/4 cup fresh breadcrumb (fine) | 1/4 cup chopped of fresh mint | 2 garlic cloves, finely chopped | 1 teaspoon ground cumin | 3/4 teaspoon ground coriander | 3/4 teaspoon salt (plus more to taste) | 1/4 teaspoon ground cayenne pepper | 1 large tomatoes, diced | 3 tablespoons chopped fresh cilantro | 4 whole wheat pita bread | 1 cup plain yogurt (whole milk or low fat) | 1 cup alfalfa sprout",grill,https://www.food.com/recipe/moroccan-spiced-lamb-burgers-305505
Moroccan Spiced Lamb Chops,4,1/4 teaspoon grated nutmeg | 1 pinch clove | 1 teaspoon ground black pepper | 1 teaspoon white pepper (or use 2 tsp of ground mixed pepper) | 1 1/2 teaspoons cinnamon | 2 teaspoons ground cardamom | 1 pinch cayenne | 1 pinch cumin | 1 pinch turmeric | 1 pinch sea salt | 8 lamb rib chops | 2 tablespoons olive oil or 2 tablespoons grapeseed oil,,https://www.food.com/recipe/moroccan-spiced-lamb-chops-63885
Moroccan Spiced Nuts,3,"1 cup cashews, unsalted | 1 cup peanuts, unsalted | 1 cup pistachios, unsalted | 3 tablespoons ras el hanout spice mix | 1 tablespoon salt | juice of one lime",bake,https://www.food.com/recipe/moroccan-spiced-nuts-505616
Moroccan Spiced Roast Chickpeas,6,"one 15 . 5-ounce can low-sodium chickpeas, drained and rinsed | 1 tablespoon olive oil | 1/2 teaspoon ground cumin | 1/2 teaspoon light brown sugar | 1/4 teaspoon cayenne | 1/4 teaspoon ground cinnamon | 1/4 teaspoon garlic powder | 1/4 teaspoon ground ginger | 1/4 teaspoon paprika | 1/4 teaspoon kosher salt","blend, roast",https://www.food.com/recipe/moroccan-spiced-roast-chickpeas-523991
Moroccan Spiced Roast Potatoes,3,"2 lbs potatoes, suitable for roasting | 4 fresh garlic cloves | 1 teaspoon ground cumin | 1/2 teaspoon salt | 1/2 teaspoon cracked black pepper (not ground) | 2 teaspoons lemon juice | 4 teaspoons olive oil","bake, blend, boil, roast, simmer",https://www.food.com/recipe/moroccan-spiced-roast-potatoes-377030
Moroccan-Spiced Roasted Vegetables,12,"2 lbs shallots, quartered | 4 tablespoons olive oil | 4 lbs butternut squash, peeled, seeded, and cut into 3/4-inch cubes | 4 large red bell peppers, cut into 1/2-inch-thick strips | 2 lbs sweet potatoes, peeled and cut into cubes | 1 tablespoon coarse salt | 4 teaspoons ground cumin | 2 teaspoons ground coriander | 1 teaspoon ground cinnamon | 1/4 cup unsalted butter, cut into bits",roast,https://www.food.com/recipe/moroccan-spiced-roasted-vegetables-305797
Moroccan Spiced Salmon over Lentils,4,"2 tablespoons ground coriander | 2 tablespoons ground fennel | 2 teaspoons ground cumin | 1/2 teaspoon ground cardamom | 1/2 teaspoon ground cloves | 1 cup dry lentils | salt and black pepper | 2 tablespoons olive oil | 4 -5 garlic cloves, minced | 1/2 medium onion, grated | 1 tablespoon harissa | 1 1/2 lbs Italian plum tomatoes, chopped (save the juice) or 1 (28 ounce) can diced tomatoes | 1 1/2 tablespoons canola oil | 1 tablespoon unsalted butter | 4 (6 ounce) salmon fillets, with skin","blend, boil, roast, saute, simmer",https://www.food.com/recipe/moroccan-spiced-salmon-over-lentils-324119
Moroccan Spiced Spaghetti Squash,4,"4 lbs spaghetti squash (whole) | 4 tablespoons unsalted butter, cut into pieces | 2 garlic cloves, minced | 1 teaspoon ground cumin | 1/2 teaspoon ground coriander | 1/8 teaspoon cayenne | 3/4 teaspoon salt | 2 tablespoons fresh cilantro, chopped","bake, microwave, steam",https://www.food.com/recipe/moroccan-spiced-spaghetti-squash-425488
Moroccan Spiced Squash and Carrot Soup,6,"1 butternut squash, about 1 1/2 to 2 pounds | 3 tablespoons olive oil | 1 large yellow onion, chopped | 1 1/2 teaspoons paprika | 1 1/2 teaspoons cumin | 1 teaspoon turmeric | 1 1/2 teaspoons ground coriander | 4 large carrots, coarsely chopped | 1 teaspoon sugar | 3 cups chicken stock | 3 cups water | salt & freshly ground black pepper | 3 tablespoons chopped fresh cilantro | 1/2 cup plain yogurt","bake, blend, boil, simmer",https://www.food.com/recipe/moroccan-spiced-squash-and-carrot-soup-85052
Moroccan Spiced Stewed Pork Belly in a Slow Cooker,4,"2 lbs pork belly | 2 medium yellow onions, diced | 4 small yellow onions, peeled and quartered | 4 garlic cloves, minced | 1 1/2 inches fresh ginger, minced | 1/2 cup dried mushroom (optional) | 2 cups chicken stock | 1 1/2 tablespoons ras el hanout spice mix | 1 pinch saffron | 1 teaspoon honey | salt | 1 tablespoon argan oil (this is very expensive and hard to find, you can use any other oil you like but if you can get your ) | 200 ml strained yoghurt (I use Fage 2 %) | 1/2 cup strained tomatoes | 1 cup white wine (or light red if you have that on hand) (optional)","fry, slow cook",https://www.food.com/recipe/moroccan-spiced-stewed-pork-belly-in-a-slow-cooker-414922
Moroccan Spiced Veal,8,2 cups diced tomatoes | 2 1/2 cups chickpeas | 8 veal fillets | 2 small onions | 1 sweet potato | 3 cups mushrooms | 1/2 cup chicken broth | 1 cup white wine | 3 tablespoons lemon juice | 1 tablespoon turmeric | 1 tablespoon cinnamon | 1 teaspoon ginger | 1 tablespoon coriander leaves | 1/2 teaspoon chili pepper | 1 tablespoon cumin | 1 teaspoon garlic | 2 tablespoons olive oil,"boil, fry, microwave, simmer",https://www.food.com/recipe/moroccan-spiced-veal-319862
Moroccan Squash Salad,8,"3 lbs butternut squash (aka buttercup squash...bright orange inside) | 1 cup raisins | 1/4 cup fresh lemon juice | 1/4 cup olive oil | 2 garlic cloves, minced | 2 teaspoons brown sugar (or use a sugar alternative such as agave) | 1 teaspoon sea salt | 1 teaspoon ground cumin | 3/4 teaspoon ground cinnamon | 1/8 teaspoon cayenne (or to taste) | 1/4 cup fresh parsley, finely chopped | 1/2 cup slivered almonds, toasted | 2 cups cucumbers, diced | 3 green onions, sliced | 1/4 red onion, minced | 1 cup radish, diced",boil,https://www.food.com/recipe/moroccan-squash-salad-389097
