recipe_id,ingredients_text
724,"2 slices brown bread, thickly sliced 1 1/2 cups milk 2 tablespoons olive oil 2 teaspoons butter 2 onions, medium, finely chopped 3 garlic cloves, chopped 2 tablespoons curry powder (fresh, not too strong) 1 tablespoon apricot jam 2 tablespoons chutney (this would be a fruity chutney like mrs balls or wellingtons) 5 teaspoons vinegar, brown (we use a brown grape or wine vinegar) 1 teaspoon lemon juice 1 tablespoon worcestershire sauce 1 tablespoon turmeric 2 lbs ground beef (and add 2 oz extra, as he uses 1 kg lean mince, just over 2 lbs) 1/3 cup raisins (more than 1/3rd, he uses 100 ml) 1/3 cup almonds, split (more than 1/3rd, he uses 100 ml) 2 teaspoons salt 3 eggs 8 bay leaves (or use lemon leaves)"
725,"7 lbs lean lamb, trimmed and cubed 3 lbs pork fatback, cubed 3 ounces salt 5 teaspoons granulated sugar 1/2 teaspoon white pepper 1/2 teaspoon ground cloves 1/2 teaspoon ground ginger 1 1/2 teaspoons crushed red pepper flakes 1/4 cup minced garlic, sauteed and cooled 1 1/2 lbs roasted red peppers, peeled, seeded, and small diced 1 cup very cold dry red wine or 1 cup ice cold water sheep casing, rinsed, 38 feet (may substitute hog casing if necessary)"
726,1 green pepper 2 tomatoes 1 cucumber 1 small onion salt & freshly ground black pepper 1 tablespoon oil 1 teaspoon vinegar 4 -6 black olives
727,1 lb fresh strawberries 1/2 cup vanilla yogurt 3 tablespoons sugar (to taste) 1 dash vanilla extract (optional) or 1 dash flavoring (optional)
728,"2 tablespoons olive oil 2 garlic cloves, minced salt, to taste 1/4 teaspoon ground cinnamon 2 teaspoons tomato paste 1 lb calf liver, cut into 1/2-inch cubes 2 tablespoons water"
729,"1/4 cup coarsely chopped fresh cilantro 1/4 cup coarsely chopped fresh parsley leaves 1 clove garlic, minced 2 tablespoons fresh lemon juice 1/2 teaspoon paprika 1/2 teaspoon ground cumin 1/8 teaspoon cayenne, to taste 3 tablespoons vegetable oil, plus additional oil, for frying the fish 1 lb halibut or 1 lb grouper, cut into four equal pieces all-purpose flour, seasoned with salt and pepper, for dredging the fish"
730,"2 teaspoons butter 1 cup onion, finely chopped 1/2 cup dried currant 1/2 cup dried apricot, diced 1/2 teaspoon salt 3 (14 ounce) cans reduced-sodium fat-free chicken broth 3 (3 inch) cinnamon sticks 2 1/2 cups uncooked israeli couscous 1/4 cup chopped fresh cilantro"
731,"1 lb white potato, skinned 1 lb orange sweet potatoes, skinned 1/4 lb butter 1 teaspoon cinnamon 1/2 teaspoon cardamom 1/4 cup sugar"
732,3 lbs yams (or malanga or cocoyam or green plantains) 2 tablespoons butter or 2 tablespoons margarine salt pepper
733,2 -3 red bell peppers 10 habaneros 1 teaspoon cumin 1 teaspoon ground coriander 2 tablespoons olive oil salt and pepper
734,"4 cups water or 4 cups stock 2 1/2 cups long-grain rice 1 teaspoon turmeric 1 cinnamon stick 1/2 teaspoon ground cinnamon 1 -2 tablespoon sugar, white or brown salt and pepper, to taste 1/2 cup raisins (sultanas are best) butter (optional)"
735,"7 ounces dried kidney beans, red beans (beans) or 7 1/8 ounces black-eyed peas, rinsed 7 ounces long grain rice salt 4 -5 cups water"
736,"1 large yellow bell pepper, diced 1 medium sweet onion, finely chopped 3 tablespoons extra virgin olive oil, divided 2 1/4 cups fresh corn, cut whole kernel 1/2 teaspoon salt 1/4 teaspoon pepper 1 1/2 cups chicken broth 1 cup couscous, uncooked 2 teaspoons ground turmeric 1 teaspoon ground cumin"
737,"2 pieces sun-dried tomatoes, finely chopped 1/4 cup onion, finely chopped (divided) 1 cup water 1 cup couscous (dry) 1/4 teaspoon salt 5 jumbo black olives 1/2 cup feta cheese, crumbled 1 tablespoon fresh basil, chopped 2 tablespoons greek salad dressing with feta 1 small garlic clove, minced"
738,"1 (5 5/8 ounce) box garlic and herb couscous mix 3/4 cup chickpeas, rinsed 1 cucumber, diced & seeded 1 medium tomatoes, diced 1/2 cup feta cheese 1/2 cup sliced ripe olives 3 green onions, sliced 1/2 teaspoon garlic powder 1/2 teaspoon dried mint 1/2 teaspoon all purpose greek seasoning 1 tablespoon lemon juice 1/2 cup greek salad dressing"
739,"4 beets, raw and unpeeled olive oil, for brushing 3 garlic cloves, minced 1 onion, finely chopped 1 tomatoes, chopped 2 tablespoons fresh cilantro, chopped 1/4 teaspoon ground cumin 1/4 teaspoon curry powder 1 tablespoon vinegar or 1 tablespoon lemon juice 3 tablespoons olive oil 1 pinch sugar salt, to taste ground cayenne pepper, to taste"
740,"4 (6 ounce) cod fish fillets 3 tablespoons olive oil salt fresh ground black pepper 1/2 teaspoon ground cumin 1/2 teaspoon ground coriander 1/8 teaspoon ground red pepper 1 clove garlic, minced 3 medium tomatoes, seeded and diced 2 tablespoons orange juice 1/2 teaspoon salt"
741,"1 lb carrot, peeled, ends trimmed 1/4 cup harissa, divided, plus more 6 garlic cloves, finely grated, divided 2/3 cup plus 2 tablespoons extra virgin olive oil, plus more 2 tablespoons fresh thyme leaves, plus more 1 teaspoon ground cumin kosher salt 2 (15 ounce) cans chickpeas, drained and 2 tablespoons of liquid reserved 1/3 cup tahini 2 tablespoons fresh lemon juice aleppo pepper (for serving) vegetable oil (for brushing)"
742,"1 tablespoon corinader seeds 1 tablespoon cumin seed 3 tablespoons harissa (purchased or homemade) 1 lemon, juice of 2 tablespoons extra-virgin olive oil (moroccan preferred) 4 garlic cloves, minced 1 -3 lb lamb shoulder, boned and butterflied kosher salt & freshly ground black pepper 1 cup yogurt 1 cup cucumber, peeled, seeded and coarsley grated 1/4 cup mint, minced 3 tablespoons preserved lemons, minced kosher salt & freshly ground black pepper"
743,"2 cups low sodium chicken broth 2 tablespoons extra virgin olive oil, divided 1 tablespoon ground ginger 2 garlic cloves, pressed 2 teaspoons salt, divided 1 teaspoon ground turmeric 1/2 teaspoon ground cinnamon 1/4 teaspoon ground cumin 1 (10 ounce) box couscous 1/2 cup raisins 1 cucumber, peeled, seeded, cut into 1/2-inch cubes (about 1 1/2 cups) 1 large red bell pepper, cut into 1/2-inch cubes (about 2 cups) 1 large carrot, peeled, quartered lengthwise, thinly sliced crosswise 1 cup thinly sliced green beans or 1 cup trimmed sugar snap pea 2 teaspoons finely grated lemon peel 1/4 cup fresh lemon juice 2 1/2 tablespoons extra virgin olive oil 2 tablespoons fresh lemon juice 1/2 teaspoon salt 1/2 teaspoon ground black pepper 6 large boneless skinless chicken breast halves, pounded to 1/3-inch thickness 3/4 cup plus 1/3 cup chopped fresh cilantro (loosely packed) 1/2 cup chopped toasted almond (optional) 1 lemon, cut into 6 wedges"
744,"2 tablespoons butter 2 tablespoons pine nuts 1 cup couscous, uncooked 2 tablespoons dry white wine 1 (14 1/2 ounce) low sodium chicken broth 1 tablespoon lemon rind, grated 1 tablespoon lemon juice 1/2 teaspoon kosher salt, divided 1/4 teaspoon black pepper 1/2 teaspoon white pepper 1/2 teaspoon ground fennel 1/2 teaspoon ground coriander 1/4 teaspoon sugar 4 (6 ounce) salmon fillets, skinless cooking spray"
745,"1/4 cup nonfat plain yogurt 1/4 cup chopped fresh parsley 1/4 cup chopped fresh cilantro 2 tablespoons lemon juice 1 tablespoon extra virgin olive oil 3 garlic cloves, minced 1 1/2 teaspoons paprika 1 teaspoon ground cumin 1/4 teaspoon salt 1/8 teaspoon ground pepper 1 lb center-cut salmon fillet, cut into 4 portions 1 lemon, cut into wedges"
746,"4 ounces hot red chilies, deseeded 4 garlic cloves 2 tablespoons water 2 tablespoons extra virgin olive oil 1/2 teaspoon ground caraway seed 1/2 teaspoon ground coriander 1 teaspoon ground cumin 1/2 teaspoon salt extra olive oil"
747,"1 lb ground lamb 2 tablespoons harissa 2 teaspoons fennel seeds 2 large garlic cloves, minced 2 teaspoons ground coriander 2 teaspoons ground cumin 1/4 teaspoon ground cinnamon kosher salt black pepper hamburger bun"
748,"1 head cauliflower, leaves removed 1/2 teaspoon kosher salt 4 teaspoons president's choice virgin cold-pressed coconut oil 1/2 teaspoon president's choice black label harissa spice blend moroccan seasoning 4 teaspoons pine nuts 2 lemon wedges 8 mint leaves"
749,"14 ounces couscous 6 -8 scallions, finely sliced 3 tablespoons mint, roughly chopped 9 ounces cherry tomatoes, halved 1 3/4 cups vegetable stock, hot 1 teaspoon harissa 3 tablespoons olive oil 1 lemon, juice"
750,"2 lbs top sirloin steaks, trimmed of fat (about 1 1/2 inches thick) 4 tablespoons olive oil 4 garlic cloves 2 tablespoons brown sugar 2 tablespoons soy sauce 1 tablespoon fresh thyme leave 5 teaspoons harissa salt"
751,"2 dried chilies 1 teaspoon cumin seed 1 teaspoon coriander seed 1 teaspoon caraway seed 1 pinch dried mint, crumbled 1/2 teaspoon sea salt 2 garlic cloves, peeled and smashed 10 fluid ounces olive oil"
752,"1 lb good quality sausage meat 1 -2 tablespoon harissa, more if you want it spicier 1 small red onion, very finely chopped 1 clove garlic, crushed 2 tablespoons finely chopped flat leaf parsley (or a mix of coriander and parsley) 1 tablespoon chopped chives 2 tablespoons olive oil lemon slice, to serve"
753,"1 tablespoon olive oil 2 garlic cloves, crushed 1 red onion 1 yellow bell pepper 1 zucchini 1/2 teaspoon cavenders all purpose greek seasoning (more or less to your taste) 3/4 cup chicken broth (i use 1 stock cube and boiling water) 1 cup couscous aluminum foil"
754,4 tomatoes (large vin ripened) 1/3 cup couscous 1 tablespoon currants 1/4 cup chicken stock (salt reduced) 1 tablespoon lemon juice 1 tablespoon almonds (slivered toasted) 1 tablespoon basil leaves (fresh chopped) 1 tablespoon parsley (fresh flat-leaf parsley leaves) 1 tablespoon chives (fresh finely chopped) 1 teaspoon extra virgin olive oil salt and pepper (to taste)
756,"1 cup couscous 1 tablespoon olive oil 1 cup boiling chicken stock 1 tablespoon preserved lemon, finely chopped 1/2 cup parsley, finely chopped 1/2 cup mint, finely chopped 1/2 cup sultana 1/2 cup almonds, roughly chopped, toasted salt and pepper"
757,"2 tablespoons olive oil 2 cups israeli couscous 4 cups chicken broth or 4 cups vegetable broth 1/4 cup fresh parsley, chopped 1 tablespoon tarragon, chopped 1 tablespoon rosemary, chopped 1/4 cup lemon juice 1 teaspoon salt 1/2 teaspoon pepper"
758,2 cups chicken broth 2 grated carrots 1 cup couscous 1 lb beef sirloin steak 1 sweet red pepper 12 green onions 1 tablespoon of minced garlic 1 tablespoon ginger 6 tablespoons hoisin sauce 3 tablespoons honey 1 tablespoon toasted sesame oil 1/4 cup fresh cilantro
759,2 kg hot red chili peppers 3 bulbs of garlic 2 cups olive oil 1 1/2 cups coarse salt
760,350 g marzipan 50 g chopped almonds 1/2 teaspoon almond extract 4 tablespoons orange flower water 8 -10 phyllo pastry sheets (depending on size of sheets) 125 g melted butter 260 g honey
761,"1/2 cup fisher chef's naturals sliced almonds, toasted 1 1/2 cups water 1 cup uncooked israeli couscous 2 tablespoons olive oil 1/2 cup diced red onion 1/4 cup diced red bell pepper 1/4 cup diced carrot 1/4 cup raisins 1 teaspoon ground turmeric 1/2 teaspoon ground cinnamon salt & fresh ground pepper (optional) 3 tablespoons honey 1 tablespoon dijon mustard 1/2 teaspoon lemon zest"
762,"1 cup florida orange juice 1 1/2 lbs whole wild salmon fillets 2 tablespoons honey 3 slices fresh gingerroot 1 1/3 cups whole wheat couscous 3 tablespoons extra virgin olive oil, divided 2 cups arugula 1/4 cup sliced green onion (2-3 onions) 1/2 cup toasted sliced almonds 2 cups water salt and pepper 1/2 cup florida orange juice 1/4 cup extra virgin olive oil 1 garlic clove, crushed 1 tablespoon honey 1 teaspoon dijon mustard 2 teaspoons red wine vinegar salt and pepper"
763,"1 3/4 cups water 1 (10 ounce) box couscous 1 teaspoon salt, divided 1 tablespoon olive oil 4 boneless skinless chicken breast halves 2 teaspoons chopped garlic 3 tablespoons fresh lemon juice 2 tablespoons chopped fresh cilantro 1 tablespoon white wine vinegar 1 teaspoon cumin 1/2 teaspoon paprika 1/4 teaspoon ground red pepper 1/3 cup olive oil 1/2 cup thinly sliced red onion 1 medium yellow pepper, cut into thin strips 1 pint cherry tomatoes, halved 1/2 cup olive"
764,5 kg rump steak 300 g rock salt 50 g of mix color whole pepper 25 g whole coriander seeds 4 g sugar 1/2 liter of brow vinegar 25 ml worcestershire sauce 50 g all-purpose seasoning 250 ml warm water
765,"1/2 cup whole wheat flour 1/3 cup all-purpose flour 1 tablespoon brown sugar 1/2 teaspoon salt 1/4 teaspoon baking powder 1/8 teaspoon baking soda 2 eggs, beaten 2 cups buttermilk 1 tablespoon cooking oil"
766,"2 cups teff flour or 2 cups whole wheat flour, not stone ground 1 cup all-purpose flour, not self-rising 1 teaspoon salt 1 1/2 teaspoons baking soda 1/2 cup cups plain yogurt 3 cups club soda"
767,1 1/2 lbs teff flour 1/2 lb barley flour 1/4 cup wheat flour
768,"1 cup israeli couscous 2 cups vegetable stock 4 tablespoons olive oil, divided 2 cups dried cranberries 1 cup pine nuts 1/2 cup spring onion, white parts only, chopped 1/2 red onion, medium sized and finely chopped 1/2 cup cilantro, chopped 1 teaspoon lemon zest 1 shallot, minced 1/2 lemon salt"
769,"2 cups water (or vegetable broth) 1 cup israeli couscous 1 teaspoon olive oil 1/2 teaspoon kosher salt 1 1/2 cups kidney beans, rinsed and drained (or black beans) 3/4 cup chopped red bell pepper 3/4 cup chopped green bell pepper 1/4 cup chopped red onion 3 green onions, chopped 1/2 cup chopped fresh cilantro 1/4 cup chopped fresh flat leaf parsley 1/4-1/2 teaspoon red pepper flakes (optional) 1 tablespoon honey 1 large lime, juice of 3 tablespoons extra virgin olive oil salt and pepper"
770,"salt 1 lb israeli couscous 1/4 cup extra virgin olive oil 2 tablespoons sherry wine vinegar (or freshly squeezed lemon juice) 1/2 teaspoon ground cumin 1/8 teaspoon ground cinnamon 1 preserved lemon, skin only, sliced as thinly as possible (or 1 t. lemon zest) 1/2 small red onion, thinly sliced 1/4 cup currants or 1/4 cup golden raisin 1/2 cup cooked chickpeas (can be drained canned) 2 tablespoons capers 1/2 cup pine nuts, toasted 1 pint cherry tomatoes or 1 pint grape tomatoes, halved if large 1/2 cup chopped fresh parsley leaves"
771,"1 cup israeli couscous 1 pint cherry tomatoes 3 garlic cloves 10 olives, kalamata, cut into slivers 1/4 cup parsley, italian flat leaf, chopped 5 basil leaves, slivered 1/4 cup olive oil 2 tablespoons white balsamic vinegar 1/2 cup edamame (soy beans) (optional)"
772,"2 cups fresh cherry tomatoes 1 (8 ounce) container fresh perline mozzarella cheese 2 tablespoons extra virgin olive oil 1 teaspoon balsamic vinegar 1/2 teaspoon salt 1/4 teaspoon fresh ground black pepper 1 garlic clove, crushed and minced 1 (8 ounce) box israeli couscous 1/4 cup chopped fresh basil basil leaves, for garnish"
773,"2 cups water 1 3/4 cups asparagus, diagonally cut into 1 inch slices 1 teaspoon olive oil 1/2 cup onion, chopped 2 garlic cloves, minced 1 1/4 cups chicken broth, fat and salt-free 1/2 teaspoon salt 1 cup couscous, such as israeli couscous 1/2 teaspoon fresh ground black pepper 1/4 cup red bell pepper, chopped 2 tablespoons cashew nuts, chopped and lightly salted"
774,"3 tablespoons butter, divided 1/2 cup pecans, chopped 1/2 onion, chopped 1 1/2 cups israeli couscous 1/2 large cinnamon stick 1 dried bay leaf 1 3/4 cups chicken broth 1/2 teaspoon salt 1/4 cup fresh parsley, minced 1/2 lemon, zest of black pepper"
775,"3 tablespoons butter, divided 1/2 cup pine nuts 1/2 cup shallot, finely chopped 1 1/2 cups israeli couscous 1/2 large cinnamon stick 1 bay leaf (fresh if you have it!) 1 3/4 cups vegetable broth (or chicken broth) 1/2 teaspoon salt 1/4 cup fresh parsley, minced 1/2 lemon, zest of 1/4 cup raisins fresh cracked black pepper, to taste"
776,"1 cup israeli couscous 1 1/4 cups water 1 tablespoon canola oil 1 teaspoon curry powder 1/2 teaspoon salt 1/2 teaspoon pepper 1/4 cup almonds, toasted (slices or slivers) 1/4 cup dried cranberries 1/4 cup red pepper, diced 1/4 cup dried apricot, cut into quarters basil (whichever you prefer) or cilantro leaf (whichever you prefer)"
777,"1 small cabbage, cut vertically into 6 wedges (do not remove core) 4 large carrots (cut each into 3 chunks) 2 medium zucchini, unpeeled (cut each in half crosswise, then in half lengthwise) 2 medium onions, quartered vertically 2 medium potatoes, unpeeled, cut into eighths 1 (19 ounce) can chickpeas (garbanzo beans) 5 cups vegetable broth 1/2 teaspoon garlic powder salt and pepper, to taste 1 1/2 cups water 1 cup couscous, uncooked 1/4 teaspoon cinnamon 1/4 teaspoon cumin"
778,1 liter milk 1 liter buttermilk (jben) 1/4 teaspoon salt 1/4 teaspoon dried thyme (or other herbs)
779,"1 tablespoon butter 1/2 red onion, chopped 1 (8 ounce) package mushrooms, sliced 1 (14 ounce) can vegetable broth 1/4 cup water 1 (15 ounce) can garbanzo beans 1/2 cup dried cranberries 1/2 cup golden raisin 1/4 cup dry sherry 1 teaspoon salt 1/2 teaspoon ground cinnamon 1/4 teaspoon black pepper 1 (10 ounce) package couscous"
780,"3 cups vegetable stock 12 ounces uncooked couscous 1 lemon, grated rind only 4 tablespoons extra virgin olive oil 2 ounces toasted sliced almonds 3 ounces dried apricots, chopped 2 ounces sultanas or 2 ounces golden raisins 3 tablespoons chopped fresh parsley salt & freshly ground black pepper"
781,"4 pieces chicken (4 to 6) 1/2 teaspoon salt 1/4 teaspoon black pepper 1/4 cup vegetable oil 1 medium onion, peeled and finely chopped 1/4 lb cubed salt pork or 1/4 lb ham 2 beef bouillon cubes 1/4 teaspoon ground red pepper 1/2 teaspoon dried thyme or 1 sprig fresh thyme, crushed 1/2 cup water 1 (6 ounce) can tomato paste 1/4 cup uncooked rice 2 cups tomatoes (or any combination of vegetables) or 2 cups string beans (or any combination of vegetables)"
782,"2 cardamom pods, lightly bruised 60 g ground coffee 1 lt water"
783,"2 -3 lbs chicken pieces 1 cup yogurt 1 cup tomatoes, chopped 1 cinnamon sticks or 1/2 teaspoon ground cinnamon 3 cardamom pods, slightly crushed or 1 teaspoon ground cardamom 2 -4 whole cloves 3 whole black peppercorns 1/2 teaspoon cumin seeds or 1/4 teaspoon ground cumin 3 -4 whole green chilies 1/2 teaspoon saffron (optional) 1/4 teaspoon turmeric 1 teaspoon cayenne pepper or 1 teaspoon paprika 1 teaspoon fresh ginger, grated 1 teaspoon garlic, grated 1 teaspoon salt 2 medium onions, finely sliced 1 -4 tablespoon clarified butter (original is 1/4 cup) or 1 -4 tablespoon butter (original is 1/4 cup) 1 -4 tablespoon canola oil (original is 1/4 cup) or 1 -4 tablespoon olive oil (original is 1/4 cup) prune, added the last 15 minutes of cooking (optional) 1 sprig fresh cilantro, to garnish 1 sprig of fresh mint, to garnish"
